,#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
11012,11013,opinion,9110282330,53,my colleagues understand that there is a world championship for throwing mobile phones,not verified,active,8432.0,3147.0,753.0,45.0,3.0
11013,11014,opinion,2763383457,28,my colleagues understand that take out restaurants have been found in the remains of pompeii,not verified,active,2254.0,688.0,167.0,12.0,5.0
11014,11015,opinion,6461831273,52,my colleagues understand that china owns all of the pandas in the world,not verified,active,7902.0,1138.0,132.0,6.0,1.0
11015,11016,opinion,2981530936,23,my colleagues understand that some trees in melbourne have email addresses,not verified,active,6268.0,2315.0,847.0,46.0,3.0
11016,11017,opinion,2418484442,8,my colleagues understand that typing keyboards were previously arranged alphabetically,not verified,active,1234.0,75.0,11.0,1.0,0.0
11017,11018,opinion,5622762978,45,my colleagues understand that antarctica is the only continent without any reptiles or snakes,not verified,active,9248.0,245.0,3.0,4.0,0.0
11018,11019,opinion,8891017226,29,my colleagues understand that the brain is the fattiest organ in the body,not verified,active,7512.0,627.0,45.0,9.0,1.0
11019,11020,opinion,7500463310,32,my colleagues understand that a crocodile cannot stick its tongue out,not verified,active,1878.0,92.0,32.0,2.0,0.0
11020,11021,opinion,4499799471,40,my colleagues understand that artificial banana flavoring is based on an extinct banana type,verified,active,7668.0,3067.0,356.0,9.0,3.0
11021,11022,opinion,5070923071,45,my colleagues understand that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,5487.0,1401.0,169.0,0.0,0.0
11022,11023,opinion,4548170059,55,"my colleagues understand that your heart beats 100,000 times a day",not verified,active,6423.0,494.0,13.0,12.0,4.0
11023,11024,opinion,1356827298,58,my colleagues understand that humans can’t taste food without saliva,not verified,active,658.0,143.0,52.0,2.0,1.0
11024,11025,opinion,9093611368,18,my colleagues understand that butterflies taste with their feet,not verified,active,8844.0,2002.0,404.0,21.0,1.0
11025,11026,opinion,9868115953,40,my colleagues understand that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,5767.0,1999.0,509.0,30.0,4.0
11026,11027,opinion,4174244786,11,my colleagues understand that a pound of houseflies contains more protein than a pound of beef,not verified,active,9815.0,3511.0,465.0,2.0,0.0
11027,11028,opinion,4243930831,55,my colleagues understand that the tallest tower of cupcakes ever made was over 35 feet,not verified,active,9901.0,1083.0,344.0,9.0,3.0
11028,11029,opinion,4835506758,51,my colleagues understand that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,6913.0,2877.0,625.0,8.0,1.0
11029,11030,opinion,7669455204,13,my colleagues understand that there are more than 24 time zones around the world,not verified,active,3864.0,467.0,96.0,2.0,0.0
11030,11031,opinion,5736993547,43,my colleagues understand that bubble wrap was originally designed to be used as wallpaper,verified,active,5856.0,1832.0,357.0,23.0,8.0
11031,11032,opinion,5538392648,34,my colleagues understand that an espresso maker has been sent to space,verified,active,5107.0,1504.0,211.0,6.0,2.0
11032,11033,opinion,9952982535,45,my colleagues understand that 170-year-old champagne was found under the baltic sea,not verified,active,4428.0,196.0,63.0,2.0,0.0
11033,11034,opinion,5818682672,57,my colleagues understand that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,9184.0,2541.0,651.0,22.0,5.0
11034,11035,opinion,4765422101,31,my colleagues understand that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,451.0,35.0,6.0,0.0,0.0
11035,11036,opinion,7920834816,47,my colleagues understand that the largest pair of eyes in the world belongs to the giant squid,not verified,under review,832.0,282.0,44.0,5.0,1.0
11036,11037,opinion,7959732762,21,my colleagues understand that there are fewer stars in the sky than there are trees on earth,not verified,active,3092.0,1069.0,139.0,8.0,0.0
11037,11038,opinion,2744782351,39,my colleagues understand that humans physically cannot hum while holding your nose,not verified,active,8844.0,3258.0,588.0,53.0,7.0
11038,11039,opinion,3122960556,8,my colleagues understand that human eyeballs do not grow or change their size as they age,not verified,active,3054.0,295.0,39.0,5.0,0.0
11039,11040,opinion,3622388104,43,my colleagues understand that smelling green apples help with weight loss,not verified,active,5047.0,1748.0,677.0,6.0,1.0
11040,11041,opinion,4970817653,32,my colleagues understand that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,5580.0,2359.0,128.0,37.0,3.0
11041,11042,opinion,3449015115,9,my colleagues understand that cold water is just as cleansing as hot water,not verified,active,4971.0,1213.0,433.0,9.0,2.0
11042,11043,opinion,9372689103,16,my colleagues understand that bottled water has an expiration date,not verified,active,4747.0,1823.0,353.0,20.0,6.0
11043,11044,opinion,9303574978,33,"my colleagues understand that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",not verified,active,1704.0,636.0,248.0,13.0,1.0
11044,11045,opinion,2057476376,52,my colleagues understand that more people speak english as their second language than those who use it as their primary language,not verified,active,5436.0,2032.0,277.0,39.0,10.0
11045,11046,opinion,9223477752,46,my colleagues understand that triskaidekaphobia is the fear of the number 13,not verified,active,8925.0,887.0,54.0,14.0,5.0
11046,11047,opinion,8248858442,24,my colleagues understand that snakes can predict earthquakes,not verified,active,9373.0,1645.0,577.0,13.0,4.0
11047,11048,opinion,6490705822,22,my colleagues understand that sloths can hold their breaths longer than dolphins,not verified,banned,7292.0,1847.0,451.0,2.0,1.0
11048,11049,opinion,4053570720,30,my colleagues understand that baby spiders are called spiderlings,not verified,active,310.0,134.0,8.0,3.0,1.0
11049,11050,opinion,3685161470,26,my colleagues understand that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,6838.0,2873.0,498.0,18.0,3.0
11050,11051,opinion,7109064822,26,my colleagues understand that you can burn calories just by standing,verified,active,2462.0,773.0,145.0,14.0,5.0
11051,11052,opinion,3233712156,26,my colleagues understand that mice typically only live for 6 months in the wild,not verified,under review,5094.0,1943.0,527.0,3.0,1.0
11052,11053,opinion,7193411361,44,my colleagues understand that flossing your teeth improves memory,not verified,active,3319.0,447.0,62.0,7.0,2.0
11053,11054,opinion,8886160488,45,"my colleagues understand that the largest prime number has 17,425,170 digits",not verified,active,5151.0,1363.0,359.0,10.0,1.0
11054,11055,opinion,8909431009,19,my colleagues understand that the insect population of the world is 1 billion times more than the world population,not verified,active,9911.0,216.0,74.0,4.0,1.0
11055,11056,opinion,2912044946,22,my colleagues understand that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,4050.0,110.0,6.0,2.0,1.0
11056,11057,opinion,2026470444,32,my colleagues understand that the largest living thing on earth is a tree,verified,active,5868.0,2210.0,791.0,14.0,2.0
11057,11058,opinion,7411894777,55,my colleagues understand that lightning strikes somewhere on earth about 100 times every second,not verified,active,1452.0,217.0,18.0,4.0,1.0
11058,11059,opinion,8295087006,19,my colleagues understand that there are 366 dimples on a regulation golf ball,not verified,active,868.0,162.0,58.0,1.0,0.0
11059,11060,opinion,6914245117,54,"my colleagues understand that every three seconds, there is a birth taking place somewhere in the world",not verified,active,621.0,75.0,16.0,1.0,0.0
11060,11061,opinion,9539220363,19,my colleagues understand that redwoods are the tallest trees,not verified,active,2499.0,238.0,33.0,3.0,1.0
11061,11062,opinion,5918533931,8,my colleagues understand that strawberries are the only known fruit to grow their seeds externally,not verified,active,2955.0,34.0,5.0,0.0,0.0
11062,11063,opinion,9583205640,28,my colleagues feel that drone deliveries are already happening and will become common by 2025,not verified,active,3971.0,225.0,57.0,3.0,1.0
11063,11064,opinion,9498937430,36,my colleagues feel that nucelear fission is now being used to produce electricity,not verified,active,8474.0,478.0,46.0,11.0,0.0
11064,11065,opinion,2256332401,27,my colleagues feel that microbes from the sahara desert help feed the amazon rainforest,not verified,active,5308.0,512.0,167.0,0.0,0.0
11065,11066,opinion,8167268773,38,my colleagues feel that new islands are being formed by volcanoes in the sea everyday,not verified,active,4605.0,996.0,156.0,15.0,2.0
11066,11067,opinion,8414865802,22,my colleagues feel that iceland is growing 5 centimeters per year,verified,active,7467.0,1448.0,354.0,11.0,2.0
11067,11068,opinion,1806632221,50,my colleagues feel that there are 7100+ islands in the philippines,not verified,active,5104.0,1790.0,199.0,35.0,9.0
11068,11069,opinion,2119868421,59,my colleagues feel that yellowstone national park is home to a supervolcano,not verified,banned,1091.0,2.0,1.0,0.0,0.0
11069,11070,opinion,3261975057,36,my colleagues feel that it snows in the sahara desert,not verified,active,9187.0,3536.0,1183.0,71.0,18.0
11070,11071,opinion,2911979097,19,my colleagues feel that there are about 582 million entrepreneurs in the world,verified,active,6217.0,2020.0,745.0,47.0,8.0
11071,11072,opinion,7238992264,57,my colleagues feel that the most productive work day of the week is tuesday,not verified,active,4154.0,735.0,290.0,8.0,1.0
11072,11073,opinion,1427520539,9,my colleagues feel that the rubik's cube is the best-selling product of all time,not verified,active,8712.0,720.0,17.0,2.0,0.0
11073,11074,opinion,4031351828,8,my colleagues feel that more businesses will be owned by women than men by 2045,not verified,active,4454.0,1000.0,397.0,18.0,6.0
11074,11075,opinion,2086568675,13,my colleagues feel that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,7633.0,1229.0,182.0,10.0,4.0
11075,11076,opinion,8304527344,34,my colleagues feel that 1 billion cars are currently in use around the world,not verified,active,9857.0,1185.0,55.0,24.0,5.0
11076,11077,opinion,6246930171,36,my colleagues feel that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,8753.0,332.0,68.0,6.0,1.0
11077,11078,opinion,6872372321,17,my colleagues feel that the average car contains over 30000 unique parts,not verified,under review,5825.0,2160.0,691.0,47.0,10.0
11078,11079,opinion,3332801142,16,my colleagues feel that the first electric vehicle was created in 1832,not verified,active,316.0,24.0,6.0,0.0,0.0
11079,11080,opinion,5547018253,58,my colleagues feel that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,2711.0,694.0,58.0,6.0,0.0
11080,11081,opinion,7957073855,41,my colleagues feel that the automotive industry employs about 9.9 million americans,not verified,active,9392.0,2169.0,586.0,0.0,0.0
11081,11082,opinion,5049320721,52,my colleagues feel that the earliest playable recording of a person singing was recorded in 1860,verified,active,9103.0,3312.0,859.0,28.0,6.0
11082,11083,opinion,8321928745,23,my colleagues feel that vinyl record sales now surpass compact disc sales,not verified,active,5098.0,1582.0,419.0,25.0,6.0
11083,11084,opinion,4917931138,24,my colleagues feel that violins are constructed from 70 individual wooden pieces,not verified,active,5642.0,97.0,23.0,2.0,1.0
